Kalimat #,Word,Tag
3,berharap,O
3,ada,O
3,rasa,O
3,gurih2nya,O
3,dari,O
3,nasi,O
3,liwet,O
3,disini,O
3,taunya,O
3,sama,O
3,aja,O
3,kayak,O
3,makan,O
3,nasi,O
3,putih,O
3,7,O
3,jengkol,O
3,nah,O
3,ini,O
3,pesenan,O
3,partnerku,O
3,kata,O
3,doi,O
3,ga,O
3,ada,O
3,rasanya,O
3,jadi,O
3,agak2,O
3,hambar,O
3,cabainya,O
3,juga,O
3,cmn,O
3,temenku,O
3,yg,O
3,lain,O
3,bilang,O
3,kayak,O
3,makan,O
3,kentang,O
3,kalo,O
3,jengkol,O
3,disini,O
4,cozy,B-AMBIENCE
4,place,I-AMBIENCE
4,great,B-FOOD
4,taste,I-FOOD
4,of,I-FOOD
4,food,I-FOOD
4,and,I-FOOD
4,beverage,I-FOOD
4,good,B-PRICE
4,price,I-PRICE
4,excellence,O
4,recommended,B-MISCELLANEOUS
4,place,I-MISCELLANEOUS
4,to,I-MISCELLANEOUS
4,dine,I-MISCELLANEOUS
4,in,I-MISCELLANEOUS
4,the,B-SERVICE
4,staff,I-SERVICE
4,are,I-SERVICE
4,help,I-SERVICE
4,full,I-SERVICE
5,masuk,O
5,pertama,O
5,kali,O
5,untuk,O
5,ordernya,O
5,langsung,O
5,di,O
5,suguhin,O
5,bau,O
5,khas,O
5,kopi,O
5,lebih,O
5,ke,O
5,beli,O
5,tempat,O
5,sih,O
5,krn,O
5,adem,B-AMBIENCE
5,banget,I-AMBIENCE
5,parah,I-AMBIENCE
5,pas,O
5,banget,O
5,kalo,O
5,lagi,O
5,stres,O
5,hirup,O
5,udara,O
5,segar,O
5,konsepnya,O
5,calling,O
5,name,O
5,jadi,O
5,kita,O
5,sebut,O
5,atas,O
5,nama,O
5,siapa,O
5,di,O
5,orderan,O
5,kita,O
5,terus,O
5,aa,O
5,aa,O
5,nya,O
5,nanti,O
5,nyari,O
5,kita,O
5,keliling2,O
5,seluas,O
5,cafe,O
5,itu,O
5,kopinya,B-FOOD
5,suka,I-FOOD
5,bangettt,I-FOOD
5,pesen,O
5,vietnam,O
5,coffee,O
5,sesuai,B-PRICE
5,sama,I-PRICE
5,harga,I-PRICE
5,but,O
5,dengan,O
5,harga,O
5,cireng,O
5,dan,O
5,pisang,O
5,goreng,O
5,segitu,O
5,expensive,O
5,sih,O
5,terus,O
5,pisangnya,B-FOOD
5,terlalu,I-FOOD
5,keras,I-FOOD
5,balik,O
5,lagi,O
5,emang,O
5,disuguhin,O
5,susana,B-AMBIENCE
5,yg,I-AMBIENCE
5,asri,I-AMBIENCE
5,bangettt,I-AMBIENCE
5,pelayanannya,B-SERVICE
5,semuaaa,I-SERVICE
5,ramah,I-SERVICE
5,banget,I-SERVICE
5,sampe,O
5,aa,O
5,nya,O
5,ada,O
5,bercanda2nnya,O
5,gitu,O
5,pas,O
5,nganterin,O
5,orderan,O
5,pas,O
5,banget,O
5,buat,O
5,yg,O
5,lagi,O
5,stress,O
5,harus,O
5,kesini,O
5,sih,O
5,drink,O
5,vietnam,O
5,coffee,O
5,8510,O
5,snacks,O
5,cireng,O
5,810,O
5,pisang,O
5,goreng,O
5,keju,O
5,610,O
5,instagramable,O
5,outdoor,O
6,nangka,B-FOOD
6,goreng,I-FOOD
6,nyaaaaaaa,I-FOOD
7,makanan,B-FOOD
7,enak,I-FOOD
7,pesan,O
7,cireng,O
7,pisang,O
7,goreng,O
7,red,O
7,velvet,O
7,nasi,O
7,goreng,O
7,black,O
7,tea,O
7,dam,O
7,kopilupa,O
7,nama,O
7,kopinya,O
7,di,O
7,menu,O
7,untuk,O
7,rasa,B-FOOD
7,makanan,I-FOOD
7,rasa,I-FOOD
7,rumahan,I-FOOD
7,sekali,I-FOOD
7,tempatnya,B-AMBIENCE
7,asik,I-AMBIENCE
7,buat,I-AMBIENCE
7,nongkrong,I-AMBIENCE
7,bersama,I-AMBIENCE
7,teman,I-AMBIENCE
7,pasangan,I-AMBIENCE
7,ataupun,I-AMBIENCE
7,keluarga,I-AMBIENCE
7,ill,B-MISCELLANEOUS
7,be,I-MISCELLANEOUS
7,back,I-MISCELLANEOUS
7,for,I-MISCELLANEOUS
7,sure,I-MISCELLANEOUS
8,suasananya,B-AMBIENCE
8,enak,I-AMBIENCE
8,banget,I-AMBIENCE
8,alam,O
8,banget,O
8,jd,O
8,bs,O
8,rehat,O
8,sejenak,O
8,dr,O
8,hiruk,O
8,pikuk,O
8,kota,O
8,kids,O
8,friendly,O
8,jg,O
8,toilet,B-SERVICE
8,bersih,I-SERVICE
8,kopinya,B-FOOD
8,enak2,I-FOOD
8,aku,O
8,suka,O
8,liberica,O
8,panasdingin,O
8,enak,O
8,es,B-FOOD
8,teh,I-FOOD
8,manisnya,I-FOOD
8,pekatttt,I-FOOD
8,banget,I-FOOD
8,dan,I-FOOD
8,banyak,I-FOOD
8,suka,O
8,cemilan,B-FOOD
8,jg,I-FOOD
8,enak2,I-FOOD
8,tp,O
8,sayang,O
8,makanan,O
8,beratnya,O
8,vegetarian,O
8,semua,O
8,jd,O
8,kalau,O
8,lg,O
8,laper,O
8,susah,O
8,review,O
8,lengkapnya,O
8,ada,O
8,di,O
8,blog,O
8,aku,O
8,ya,O
8,httpswwwroosvansiacom201909armorcoffeetempatnongkronghitzdihtml,O
9,lupa,O
9,tahun,O
9,berapa,O
9,pas,O
9,dateng,O
9,antara,O
9,2016,O
9,atau,O
9,2017,O
9,an,O
9,belom,O
9,terlalu,O
9,overrated,O
9,mungkin,O
9,kayak,O
9,skrg,O
9,awalawal,O
9,juga,O
9,pas,O
9,masuk,O
9,agask,O
9,susah,O
9,karna,O
9,kita,O
9,kayak,O
9,dilempar,O
9,sanasini,O
9,buat,O
9,menuju,O
9,si,O
9,armor,O
9,kopi,O
9,tempatnya,O
9,nyempil,O
9,dan,O
9,memang,O
9,agak,O
9,susah,O
9,pas,O
9,dtg,O
9,seneng,B-AMBIENCE
9,banget,I-AMBIENCE
9,sih,I-AMBIENCE
9,sama,I-AMBIENCE
9,suasananya,I-AMBIENCE
9,for,O
9,sure,O
10,balabala,O
10,with,O
10,coffee,O
10,x,O
10,️,O
10,armor,O
10,kopi,O
10,tahura,O
10,bandung,O
10,enak,B-FOOD
10,banget,I-FOOD
10,makan,O
10,balabala,O
10,terus,O
10,minumnya,O
10,es,O
10,kopi,O
10,susu,O
10,balabala,O
10,itu,O
10,bakwan,O
10,jagung,O
10,crispy2,O
10,gitu,O
10,pake,O
10,bumbu,B-FOOD
10,kacang,I-FOOD
10,mantep,I-FOOD
10,bgt,I-FOOD
10,tempatnya,B-AMBIENCE
10,juga,I-AMBIENCE
10,enak,B-FOOD
10,banget,I-FOOD
10,daerah,O
10,atas,O
10,jd,O
10,super,O
10,sejuk,O
10,dan,O
10,cukup,O
10,luas,O
10,disini,O
10,banyak,B-FOOD
10,menu,I-FOOD
10,camilan,I-FOOD
10,juga,O
10,lohh,O
10,cocok,O
10,buat,O
10,nongkrong,O
10,sama,O
10,temenkeluarga,O
10,follow,O
10,evelfoodstory,O
10,on,O
10,instagram,O
11,pemandangannya,B-AMBIENCE
11,bagus,I-AMBIENCE
11,tempatnya,B-AMBIENCE
11,luas,I-AMBIENCE
11,absolutely,B-AMBIENCE
11,good,I-AMBIENCE
11,place,I-AMBIENCE
11,to,I-AMBIENCE
11,chill,I-AMBIENCE
11,ada,O
11,biaya,O
11,masuk,O
11,per,O
11,orang,O
11,25000,O
11,dimana,O
11,tiket,O
11,masuk,O
11,ini,O
11,bisa,O
11,di,O
11,jadikan,O
11,alat,O
11,untuk,O
11,membeli,O
11,makan,O
11,atau,O
11,minum,O
11,sore,O
11,sore,O
11,ke,O
11,sini,O
11,anginnya,O
11,adem,O
12,good,B-AMBIENCE
12,outdoor,I-AMBIENCE
12,ambience,I-AMBIENCE
12,but,O
12,better,O
12,don’t,O
12,go,O
12,there,O
12,if,O
12,it’s,O
12,rain,O
12,because,O
12,you,O
12,will,O
12,never,O
12,get,O
12,the,O
12,beautiful,O
12,scenery,O
12,foggy,O
12,come,O
12,again,O
12,after,O
12,rain,O
12,or,O
12,in,O
12,a,O
12,summer,O
12,season,O
12,the,B-AMBIENCE
12,place,I-AMBIENCE
12,is,I-AMBIENCE
12,clean,I-AMBIENCE
12,spacious,I-AMBIENCE
12,and,I-AMBIENCE
12,cozy,I-AMBIENCE
12,better,O
12,choose,O
12,in,O
12,an,O
12,outdoor,O
12,area,O
12,camping,O
12,rent,O
12,are,O
12,available,O
13,dapet,O
13,info,O
13,ada,O
13,martabak,O
13,manis,O
13,terkenal,O
13,di,O
13,bandung,O
13,yaitu,O
13,martabak,O
13,nikmat,O
13,andir,O
13,diserach,O
13,ternyata,O
13,ada,O
13,beberapa,O
13,martabak,O
13,menggunakan,O
13,nama,O
13,nikmat,O
13,andir,O
13,tanyatanya,O
13,orang,O
13,bandung,O
13,disaranin,O
13,untuk,O
13,martabak,O
13,nikmat,O
13,andir,O
13,yang,O
13,beralamat,O
13,di,O
13,jljend,O
13,sudirman,O
13,no,O
13,415,O
13,pas,O
13,dateng,O
13,rame,O
13,banget,O
13,yang,O
13,antri,O
13,mulai,O
13,dari,O
13,ojol,O
13,sampe,O
13,keluarga,O
13,yang,O
13,special,O
13,kata,O
13,si,O
13,enci,O
13,sih,O
13,martabak,O
13,pandan,O
13,dengan,O
13,topping,O
13,jagung,O
13,nunggu,O
13,sampe,O
13,15,O
13,jam,O
13,akhirnya,O
13,tiba,O
13,juga,O
13,gilirannya,O
13,setengah,O
13,martabak,O
13,pandan,O
13,jagung,O
13,keju,O
13,setengah,O
13,martabak,O
13,pandan,O
13,keju,O
13,kacang,O
13,butter,O
13,special,O
13,idr,O
13,105000,O
13,bahas,O
13,mulai,O
13,dari,O
13,adonannya,O
13,dulu,O
13,deh,O
13,adonannya,O
13,menurut,O
13,saya,O
13,beda,O
13,sama,O
13,martabak,O
13,jakarta,O
13,yang,O
13,mengembang,O
13,kalo,O
13,adonan,O
13,disini,O
13,tidak,B-FOOD
13,terlalu,I-FOOD
13,mengembang,I-FOOD
13,dan,O
13,hampir,O
13,mirip,O
13,seperti,O
13,adonan,O
13,kue,O
13,pukis,O
13,martabak,O
13,disini,O
13,tidak,O
13,semanis,O
13,martabak,O
13,jakarta,O
13,karena,O
13,tidak,O
13,ada,O
13,taburan,O
13,gula,O
13,ke,O
13,atas,O
13,martabak,O
13,saat,O
13,sudah,O
13,matang,O
13,warna,O
13,hijau,O
13,berasal,O
13,air,O
13,suji,O
13,dan,O
13,pandan,O
13,untuk,O
13,topingnya,B-FOOD
13,cukup,I-FOOD
13,melimpah,I-FOOD
13,jagung,O
13,berasal,O
13,dari,O
13,jagung,O
13,kalengan,O
13,naraya,O
13,sedangkan,O
13,untuk,O
13,keju,O
13,menggunakan,O
13,keju,O
13,cheddar,O
13,prochiz,O
13,cerita,O
13,sedikit,O
13,berasal,O
13,dari,O
13,info,O
13,si,O
13,enci,O
13,martabak,O
13,nikmat,O
13,andir,O
13,di,O
13,jl,O
13,jend,O
13,sudirman,O
13,ada,O
13,2,O
13,yang,O
13,pertama,O
13,adalah,O
13,sang,O
13,kakak,O
13,yg,O
13,buka,O
13,yang,O
13,saya,O
13,beli,O
13,saat,O
13,ini,O
13,dan,O
13,sang,O
13,adik,O
13,yang,O
13,buka,O
13,di,O
13,seberangnya,O
13,martabak,O
13,ini,O
13,berasal,O
13,dari,O
13,bangka,O
13,ya,O
13,dan,O
13,resep,O
13,warisan,O
13,turun,O
13,temurun,O
13,ada,O
13,lagi,O
13,cicinya,O
13,yang,O
13,buka,O
13,martabak,O
13,telur,O
13,di,O
13,sebelah,O
13,martabak,O
13,nikmat,O
13,andir,O
13,yang,O
13,saya,O
13,beli,O
13,sedangkan,O
13,ada,O
13,lagi,O
13,yang,O
13,menggunakan,O
13,merk,O
13,martabak,O
13,nikmat,O
13,andir,O
13,di,O
13,daerah,O
13,cibadak,O
13,lokasi	,O
13,	,O
13,jl,O
13,jend,O
13,sudirman,O
13,no,O
13,415,O
13,andir,O
13,kota,O
13,bandung,O
13,jawa,O
13,barat,O
13,fasilitas,O
13,pembayaran,O
13,dapat,O
13,menggunakan,O
13,pay,O
14,definitely,O
14,will,O
14,always,O
14,go,O
14,to,O
14,this,O
14,place,O
14,whenever,O
14,i,O
14,visit,O
14,bandung,O
14,nice,B-AMBIENCE
14,place,I-AMBIENCE
14,if,I-AMBIENCE
14,you,I-AMBIENCE
14,really,I-AMBIENCE
14,like,I-AMBIENCE
14,nature,I-AMBIENCE
14,you,O
14,can,O
14,order,O
14,hot,O
14,drinks,O
14,and,O
14,eat,O
14,fried,O
14,banana,O
14,or,O
14,simply,O
14,a,O
14,toast,O
14,really,B-MISCELLANEOUS
14,recommended,I-MISCELLANEOUS
15,mukbang,O
15,disini,O
15,rada,B-PRICE
15,mahal,I-PRICE
15,ya,O
15,abis,O
15,500,O
15,rb,O
15,wkwkwkw,O
15,tempatnya,O
15,jauh,O
15,tp,O
15,enak,B-AMBIENCE
15,dan,I-AMBIENCE
15,adem,I-AMBIENCE
15,banyak,B-AMBIENCE
15,lalat,I-AMBIENCE
15,dan,I-AMBIENCE
15,lebah,I-AMBIENCE
15,ti,O
15,ati,O
15,ya,O
15,gede,O
15,sih,O
15,pelayanan,B-SERVICE
15,juga,I-SERVICE
15,cepet,I-SERVICE
15,makanannya,B-FOOD
15,ada,I-FOOD
15,cemilan,I-FOOD
15,ampe,I-FOOD
15,berat,I-FOOD
15,the,O
15,best,O
15,nya,O
15,seblak,O
15,dan,O
15,ayam,O
15,geprek,O
15,nya,O
15,sih,O
15,sambel,B-FOOD
15,matahnya,I-FOOD
15,mantep,I-FOOD
15,gt,I-FOOD
15,bakal,B-MISCELLANEOUS
15,balik,I-MISCELLANEOUS
15,lagi,I-MISCELLANEOUS
15,buat,O
15,foto2,O
15,selamat,O
15,mencoba,O
16,tempat,O
16,paling,O
16,enak,O
16,buat,O
16,melamun,O
16,sambil,O
16,ditiupin,O
16,angin,O
16,sepoi,O
16,sepoi,O
16,jaraknya,O
16,gak,O
16,terlalu,O
16,jauh,O
16,dari,O
16,pusat,O
16,kota,O
16,bandung,O
16,sekitar,O
16,30,O
16,menit,O
16,hawanya,B-AMBIENCE
16,enak,I-AMBIENCE
16,parah,I-AMBIENCE
16,makanannya,B-FOOD
16,enduuuul,I-FOOD
16,waktu,O
16,itu,O
16,pesan,O
16,nasi,O
16,ayam,O
16,matah,O
16,ayamnya,B-FOOD
16,banyak,I-FOOD
16,sambal,B-FOOD
16,matahnya,I-FOOD
16,enak,I-FOOD
16,nasinya,B-FOOD
16,banyak,I-FOOD
16,view,O
16,pas,O
16,makannya,O
16,juga,O
16,nikmat,O
16,huhu,O
16,rasanya,B-MISCELLANEOUS
16,pengan,I-MISCELLANEOUS
16,balik,I-MISCELLANEOUS
16,lagi,I-MISCELLANEOUS
17,walaupun,O
17,lokasi,O
17,nya,O
17,agak,O
17,jauh,O
17,ke,O
17,atas,O
17,setelah,O
17,sampai,O
17,cafe,O
17,pemandangannya,B-AMBIENCE
17,bagus,I-AMBIENCE
17,dan,I-AMBIENCE
17,worth,I-AMBIENCE
17,sih,I-AMBIENCE
17,makanan,B-FOOD
17,nya,I-FOOD
17,juga,I-FOOD
17,lumayan,I-FOOD
17,enak,I-FOOD
17,dan,O
17,harganya,B-PRICE
17,masih,I-PRICE
17,terjangkau,I-PRICE
18,ambiance,B-AMBIENCE
18,nya,I-AMBIENCE
18,enak,I-AMBIENCE
18,untuk,O
18,yang,O
18,suka,O
18,alam,O
18,alam,O
18,gitu,O
18,cuma,O
18,kalau,O
18,lagi,O
18,windy,O
18,banget,O
18,ya,O
18,agak,O
18,bete,O
18,sih,O
18,tapi,O
18,paling,O
18,kalau,O
18,lagi,O
18,banyak,O
18,angin,O
18,makannya,O
18,yang,O
18,di,O
18,dalam,O
18,aja,O
18,martabak,B-FOOD
18,nya,I-AMBIENCE
18,enak,I-AMBIENCE
18,banget,I-FOOD
19,tempatnya,B-AMBIENCE
19,baguus,I-AMBIENCE
19,sejuk,I-AMBIENCE
19,ada,I-AMBIENCE
19,kebun,I-AMBIENCE
19,bunga,I-AMBIENCE
19,bayar,O
19,10rb,O
19,dapet,O
19,bibit,O
19,bunga,I-AMBIENCE
19,makanan,B-FOOD
19,nya,I-FOOD
19,enak,I-FOOD
19,cuma,O
19,jalan,O
19,kesana,O
19,nya,O
19,agak,O
19,sepi,O
19,jalan,O
19,nya,O
19,sempit,O
20,wonderfulvery,B-AMBIENCE
20,breathtaking,I-AMBIENCE
20,viewdelicious,O
20,foods,O
20,beveragespolitefriendly,O
20,staffs,I-SERVICE
20,very,B-MISCELLANEOUS
20,satisfied,I-MISCELLANEOUS
20,and,I-MISCELLANEOUS
20,absolutely,I-MISCELLANEOUS
20,i,I-MISCELLANEOUS
20,will,I-MISCELLANEOUS
20,comeback,I-MISCELLANEOUS
20,again,I-MISCELLANEOUS
21,puas,B-FOOD
21,banget,I-FOOD
21,sama,I-FOOD
21,makanan,I-FOOD
21,dan,O
21,viewnya,O
21,bagus,O
21,banget,O
21,cuman,O
21,1,O
21,kurangnya,O
21,sih,O
21,toiletnya,B-SERVICE
21,kurang,I-SERVICE
21,bersih,I-SERVICE
21,tapi,O
21,kalo,O
21,diajak,O
21,kesini,O
21,lagi,O
21,sih,O
21,tetep,O
21,mau,O
21,banget,O
22,creative,O
22,food,O
22,with,O
22,creative,O
22,taste,O
22,cool,B-AMBIENCE
22,place,I-AMBIENCE
22,to,I-AMBIENCE
22,hangout,I-AMBIENCE
22,and,I-AMBIENCE
22,nicely,I-AMBIENCE
22,decorateddory,O
22,parmagiana,O
22,745k,O
22,ikan,O
22,dori,O
22,yang,O
22,di,O
22,baluti,O
22,tepung,B-FOOD
22,roti,I-FOOD
22,kemudian,O
22,di,O
22,deep,O
22,fry,O
22,dan,O
22,dikasih,O
22,topping,O
22,mozarella,O
22,dan,O
22,saus,O
22,tomat,O
22,homemade,O
22,ikan,B-FOOD
22,nya,I-FOOD
22,tebel,I-FOOD
22,dan,I-FOOD
22,fresh,I-FOOD
22,tepung,B-FOOD
22,roti,I-FOOD
22,nya,I-FOOD
22,agak,I-FOOD
22,kurang,I-FOOD
22,flavourful,I-FOOD
22,tapi,O
22,garing,B-FOOD
22,dan,I-FOOD
22,krenyes2,I-FOOD
22,hehe,O
22,disajikan,O
22,dengan,O
22,french,O
22,fries,O
22,dan,O
22,salad,O
22,dengan,O
22,semacam,O
22,lemon,O
22,dressing,O
22,yang,O
22,segar,O
22,overall,O
22,rasanya,O
22,biasa,O
22,ajamelting,O
22,mozza,O
22,chicken,O
22,725k,O
22,fillet,O
22,ayam,O
22,panggang,O
22,dengan,O
22,topping,O
22,mozarella,O
22,dan,O
22,irisan,O
22,jamur,O
22,nah,O
22,ini,O
22,enak,B-FOOD
22,rasa,B-FOOD
22,ayam,I-FOOD
22,panggangnya,I-FOOD
22,penuh,I-FOOD
22,rasa,I-FOOD
22,banget,I-FOOD
22,kompleks,O
22,gurih,O
22,manis,O
22,asin,O
22,highly,O
22,recommended,O
22,tempatnya,B-AMBIENCE
22,cozy,I-AMBIENCE
22,meskipun,O
22,agak,O
22,padat,O
22,seatingnya,O
22,banyak,B-AMBIENCE
22,tempat,I-AMBIENCE
22,foto2,I-AMBIENCE
22,yang,I-AMBIENCE
22,menarik,I-AMBIENCE
22,pelayan,B-SERVICE
22,baik,I-SERVICE
22,cuman,O
22,makanannya,B-SERVICE
22,agak,I-SERVICE
22,lama,I-SERVICE
22,ya,I-SERVICE
22,datengnya,I-SERVICE
22,make,O
22,sure,O
22,to,O
22,check,O
22,out,O
22,their,O
22,cake,O
22,of,O
22,the,O
22,day,O
22,biasanya,O
22,ada,O
22,diskon,O
22,50,O
22,untuk,O
22,cake,O
22,of,O
22,the,O
22,day,O
22,nya,O
23,suka,B-MISCELLANEOUS
23,sekali,I-MISCELLANEOUS
23,disini,I-MISCELLANEOUS
23,makanannya,B-FOOD
23,enak,I-FOOD
23,dr,B-AMBIENCE
23,dulu,I-AMBIENCE
23,suasananya,I-AMBIENCE
23,enak,I-AMBIENCE
23,homey,O
23,spring,O
23,roll,O
23,nya,O
23,enak,O
23,cm,O
23,aku,O
23,gak,O
23,fotodan,O
23,aku,O
23,juga,O
23,ditawarin,O
23,semacam,O
23,bolen,O
23,sekotaknya,O
23,hanya,O
23,35rb,O
23,murah,O
23,dan,O
23,enaak,O
23,chicken,B-FOOD
23,wing,I-FOOD
23,nya,I-FOOD
23,juga,I-FOOD
23,enak,I-FOOD
23,kok,I-FOOD
23,dan,I-FOOD
23,mengenyangkan,I-FOOD
23,hehe,O
23,always,B-MISCELLANEOUS
23,love,I-MISCELLANEOUS
23,here,I-MISCELLANEOUS
24,whoa,O
24,pandan,B-FOOD
24,martabak,I-FOOD
24,is,I-FOOD
24,the,I-FOOD
24,best,I-FOOD
25,tempatnya,B-AMBIENCE
25,cozy,I-AMBIENCE
25,favorite,O
25,buat,O
25,brunch,O
25,atau,O
25,santai,O
25,sore,O
25,kamar,B-SERVICE
25,mandinya,I-SERVICE
25,juga,I-SERVICE
25,bersih,I-SERVICE
25,cuma,O
25,kemaren,O
25,pas,O
25,makan,O
25,ada,B-SERVICE
25,satu,I-SERVICE
25,menu,I-SERVICE
25,yang,I-SERVICE
25,lama,I-SERVICE
25,keluarnya,I-SERVICE
25,yang,O
25,ternyata,O
25,kelupaan,O
25,but,O
25,overall,O
25,ok,O
26,suasananya,B-AMBIENCE
26,cozy,I-AMBIENCE
26,tenang,I-AMBIENCE
26,porsi,B-FOOD
26,makanannya,I-FOOD
