Kalimat #,Word,Tag
24,persen,I-QUANTITY
25,Namun,O
25,hingga,O
25,saat,O
25,ini,O
25,belum,O
25,ada,O
25,keputusan,O
25,mengenai,O
25,waktu,O
25,eksekusi,O
25,mati,O
26,Kejaksaan,O
26,Agung,O
26,beberapa,O
26,waktu,O
26,lalu,O
26,merilis,O
26,10,B-QUANTITY
26,nama,I-QUANTITY
26,terpidana,O
26,mati,O
26,kasus,O
26,narkoba,O
26,yang,O
26,akan,O
26,dieksekusi,O
26,yakni,O
26,Andrew,B-PERSON
26,Chan,I-PERSON
26,warga,O
26,negara,O
26,Australia,B-LOCATION
26,Myuran,B-PERSON
26,Sukumaran,I-PERSON
26,Australia,B-LOCATION
26,Raheem,B-PERSON
26,Agbaje,I-PERSON
26,Salami,I-PERSON
26,Nigeria,B-LOCATION
26,Zainal,B-PERSON
26,Abidin,I-PERSON
26,Indonesia,B-LOCATION
26,Serge,B-PERSON
26,Areski,I-PERSON
26,Atlaoui,I-PERSON
26,Perancis,B-LOCATION
26,Rodrigo,B-PERSON
26,Gularte,I-PERSON
26,Brasil,B-LOCATION
26,Silvester,B-PERSON
26,Obiekwe,I-PERSON
26,Nwaolise,I-PERSON
26,alias,O
26,Mustofa,B-PERSON
26,Nigeria,B-LOCATION
26,Martin,B-PERSON
26,Anderson,I-PERSON
26,alias,O
26,Belo,B-PERSON
26,Ghana,B-LOCATION
26,Okwudili,B-PERSON
26,Oyatanze,I-PERSON
26,Nigeria,B-LOCATION
26,dan,O
26,Mary,B-PERSON
26,Jane,I-PERSON
26,Fiesta,I-PERSON
26,Veloso,I-PERSON
26,Filipina,B-LOCATION
27,Partai,B-ORGANIZATION
27,Golkar,I-ORGANIZATION
27,menerima,O
27,kekalahan,O
27,pasangan,O
27,Irianto,B-PERSON
27,MS,I-PERSON
27,Syaifuddin-Tatang,I-PERSON
27,Farhanul,I-PERSON
27,Hakim,I-PERSON
27,Irianto-Tatang,I-PERSON
27,dalam,O
27,Pemilu,O
27,Gubernur,O
27,dan,O
27,Wakil,O
27,Gubernur,O
27,Jawa,B-LOCATION
27,Barat,I-LOCATION
28,Berdasarkan,O
28,hasil,O
28,hitung,O
28,cepat,O
28,pasangan,O
28,tersebut,O
28,hanya,O
28,berada,O
28,di,O
28,urutan,O
28,keempat,O
28,dari,O
28,lima,O
28,pasangan,O
29,``,O
29,Golkar,B-ORGANIZATION
29,menerima,O
29,kekalahan,O
29,ini,O
29,dengan,O
29,legowo,O
29,Tentunya,O
29,selalu,O
29,ada,O
29,yang,O
29,kalah,O
29,dan,O
29,menang,O
29,dalam,O
29,pesta,O
29,demokrasi,O
29,'',O
29,kata,O
29,Wakil,O
29,Sekretaris,O
29,Jenderal,O
29,DPP,O
29,Partai,B-ORGANIZATION
29,Golkar,B-ORGANIZATION
29,Nurul,B-PERSON
29,Arifin,I-PERSON
29,di,O
29,Jakarta,B-LOCATION
29,Senin,B-TIME
29,25/2/2013,I-TIME
30,Seperti,O
30,diberitakan,O
30,hitung,O
30,cepat,O
30,Penelitian,B-ORGANIZATION
30,dan,I-ORGANIZATION
30,Pengembangan,I-ORGANIZATION
30,Litbang,I-ORGANIZATION
30,Kompas,I-ORGANIZATION
30,menyebutkan,O
30,pasangan,O
30,Irianto-Tatang,B-ORGANIZATION
30,hanya,O
30,mendapat,O
30,"12,35",B-QUANTITY
30,persen,I-QUANTITY
30,suara,O
31,Di,O
31,urutan,O
31,pertama,O
31,yakni,O
31,pasangan,O
31,Ahmad,B-PERSON
31,Heryawan-Deddy,I-PERSON
31,Mizwar,I-PERSON
31,Heryawan-Deddy,I-PERSON
31,meraih,O
31,suara,O
31,"31,45",B-QUANTITY
31,persen,I-QUANTITY
31,disusul,O
31,pasangan,O
31,Rieke,B-PERSON
31,Diah,I-PERSON
31,Pitaloka-Teten,I-PERSON
31,Masduki,I-PERSON
31,Rieke-Teten,I-PERSON
31,sebanyak,O
31,"29,03",B-QUANTITY
31,persen,I-QUANTITY
31,Dede,B-PERSON
31,Yusuf,I-PERSON
31,Macan,I-PERSON
31,Efendi-Lex,I-PERSON
31,Laksamana,I-PERSON
31,"28,85",B-QUANTITY
31,persen,I-QUANTITY
31,suara,O
32,Paling,O
32,bawah,O
32,pasangan,O
32,Dikdik,B-PERSON
32,M,I-PERSON
32,Arief,I-PERSON
32,Mansur-Cecep,I-PERSON
32,Nana,I-PERSON
32,Suryana,I-PERSON
32,Toyib,I-PERSON
32,Dikdik-Toyib,I-PERSON
32,"1,72",B-QUANTITY
32,persen,I-QUANTITY
33,Nurul,B-PERSON
33,mengatakan,O
33,pihaknya,O
33,sudah,O
33,berupaya,O
33,mengusung,O
33,calon,O
33,terbaik,O
34,Selain,O
34,itu,O
34,kata,O
34,dia,O
34,mesin,O
34,partai,O
34,juga,O
34,sudah,O
34,bekerja,O
34,optimal,O
35,Hanya,O
35,saja,O
35,pilihan,O
35,tetap,O
35,ada,O
35,di,O
35,tangan,O
35,rakyat,O
35,Jabar,B-LOCATION
36,``,O
36,Golkar,B-ORGANIZATION
36,mengucapkan,O
36,selamat,O
36,kepada,O
36,pasangan,O
36,terpilih,O
36,Semoga,O
36,dapat,O
36,menjalankan,O
36,amanah,O
36,rakyat,O
36,tanpa,O
36,menyingkirkan,O
36,kelompok,O
36,minoritas,O
36,yang,O
36,ada,O
36,di,O
36,Jabar,O
36,'',O
36,kata,O
36,Nurul,B-PERSON
37,Nurul,B-PERSON
37,meyakinkan,O
37,akan,O
37,mengobati,O
37,kekalahan,O
37,di,O
37,Jabar,O
37,pada,O
37,pemilu,O
37,legislatif,O
37,2014,O
38,Pileg,O
38,kata,O
38,Nurul,O
38,lagi,O
38,tak,O
38,bisa,O
38,disamakan,O
38,dengan,O
38,Pilgub,O
39,Dalam,O
39,Pileg,O
39,semua,O
39,partai,O
39,dan,O
39,caleg,O
39,turun,O
39,bersama-sama,O
40,``,O
40,Pasti,O
40,lebih,O
40,kompetitif,O
40,Dalam,O
40,survei-survei,O
40,Golkar,B-ORGANIZATION
40,selalu,O
40,memimpin,O
40,Jadi,O
40,kami,O
40,optimis,O
40,dapat,O
40,memenangkan,O
40,pertarungan,O
40,di,O
40,Pileg,O
40,2014,O
40,'',O
40,Nurul,B-PERSON
40,menegaskan,O
41,Menkokesra,B-PERSON
41,Agung,I-PERSON
41,Laksono,I-PERSON
41,yang,O
41,berasal,O
41,dari,O
41,Partai,B-ORGANIZATION
41,Golkar,I-ORGANIZATION
41,menegaskan,O
41,semua,O
41,Menteri,O
41,dari,O
41,Golkar,I-ORGANIZATION
41,sudah,O
41,menyampaikan,O
41,kepada,O
41,Ketua,O
41,Umumnya,O
41,bahwa,O
41,mereka,O
41,tidak,O
41,bisa,O
41,berkampanye,O
41,di,O
41,hari,O
41,kerja,O
42,Sejak,O
42,awal,O
42,kata,O
42,Agung,B-PERSON
42,Menteri,O
42,berasal,O
42,dari,O
42,Golkar,B-ORGANIZATION
42,sudah,O
42,mengungkapkan,O
42,hal,O
42,itu,O
42,kepada,O
42,Aburizal,B-PERSON
42,Bakrie,I-PERSON
43,``,O
43,Sudah,O
43,ada,O
43,dari,O
43,awal,O
43,sudah,O
43,kami,O
43,sampaikan,O
43,pada,O
43,ketum,O
43,bahwa,O
43,sejak,O
43,awal,O
43,kita,O
43,nggak,O
43,mungkin,O
43,lagi,O
43,berkegiatan,O
43,pada,O
43,hari-hari,O
43,kerja,O
43,'',O
43,tegas,O
43,Agung,B-PERSON
43,kepada,O
43,wartawan,O
43,termasuk,O
43,Tribunnews.com,O
43,di,O
43,Kompleks,B-LOCATION
43,Istana,I-LOCATION
43,Negara,I-LOCATION
43,Jakarta,I-LOCATION
43,Selasa,B-TIME
43,29/1/2013,I-TIME
44,Karena,O
44,itu,O
44,dia,O
44,meminta,O
44,agar,O
44,masyarakat,O
44,tidak,O
44,perlu,O
44,khawatir,O
44,bahwa,O
44,Menteri,O
44,tidak,O
44,akan,O
44,fokus,O
44,berkerja,O
45,``,O
45,Tidak,O
45,usah,O
45,khawatir,O
45,mengganggu,O
45,kinerja,O
45,Sistem,O
45,ini,O
45,berjalan,O
45,kok,O
45,Setiap-tiap,O
45,kementerian,O
45,berjalan,O
45,'',O
45,dia,O
45,tegaskan,O
46,Kembali,O
46,dia,O
46,pastikan,O
46,bahwa,O
46,Partai,O
46,Golkar,O
46,pun,O
46,tidak,O
46,akan,O
46,``,O
46,mengganggu,O
46,'',O
46,Kadernya,O
46,yang,O
46,di,O
46,Kabinet,O
46,untuk,O
46,urusan,O
46,Kampanye,O
46,Pemilu,O
46,2014,O
47,``,O
47,Partai,O
47,kami,O
47,tetap,O
47,minta,O
47,bekerja,O
47,untuk,O
47,rakyat,O
47,Bahkan,O
47,memicu,O
47,kami,O
47,karena,O
47,ada,O
47,target-target,O
47,yang,O
47,diawasi,O
47,oleh,O
47,UKP4,O
47,'',O
47,jelasnya,O
47,lagi,O
48,Sebelumnya,O
48,Lingkaran,B-ORGANIZATION
48,Survei,I-ORGANIZATION
48,Indoensia,I-ORGANIZATION
48,LSI,I-ORGANIZATION
48,melakukan,O
48,survei,O
48,terkait,O
48,kinerja,O
48,Kabinet,O
48,Indonesia,O
48,Bersatu,O
48,KIB,O
48,II,O
48,memasuki,O
48,tahun,O
48,politik,O
49,Mayoritas,O
49,responden,O
49,khawatir,O
49,menteri,O
49,parpol,O
49,tak,O
49,lagi,O
49,fokus,O
49,bekerja,O
49,di,O
49,tahun,O
49,politik,O
50,``,O
50,Mayoritas,O
50,publik,O
50,khawatir,O
50,pada,O
50,menteri,O
50,dari,O
50,parpol,O
50,tidak,O
50,lagi,O
50,fokus,O
50,menjalankan,O
50,tugas,O
50,di,O
50,kementerian,O
50,'',O
50,ujar,O
50,peneliti,O
50,LSI,B-ORGANIZATION
50,Ardian,B-PERSON
50,Sofa,I-PERSON
50,menyampaikan,O
50,poin,O
50,kesimpulan,O
50,survei,O
50,LSI,B-ORGANIZATION
50,di,O
50,Kantor,B-LOCATION
50,Lingkaran,I-LOCATION
50,Survei,I-LOCATION
50,Indonesia,I-LOCATION
50,di,O
50,Jl,B-LOCATION
50,Pramuka,I-LOCATION
50,Jakarta,I-LOCATION
50,Timur,I-LOCATION
50,Selasa,B-TIME
50,29/1/2013,I-TIME
51,Berdasarkan,O
51,survei,O
51,yang,O
51,dilakukan,O
51,oleh,O
51,LSI,B-ORGANIZATION
51,sebanyak,O
51,"86,35",B-QUANTITY
51,persen,I-QUANTITY
51,responden,O
51,khawatir,O
51,menteri,O
51,dari,O
51,parpol,O
51,tak,O
51,lagi,O
51,fokus,O
51,bekerja,O
51,sementara,O
51,"10,79",B-QUANTITY
51,persen,I-QUANTITY
51,responden,O
51,percaya,O
51,para,O
51,menteri,O
51,parpol,O
51,masih,O
51,bisa,O
51,bekerja,O
51,dengan,O
51,baik,O
52,Sementara,O
52,sebanyak,O
52,"2,86",B-QUANTITY
52,persen,I-QUANTITY
52,responden,O
52,menjawab,O
52,tidak,O
52,tahu,O
53,Survei,O
53,dilakukan,O
53,pada,O
53,22-25,B-TIME
53,Januari,I-TIME
53,2013,I-TIME
53,dengan,O
53,motede,O
53,multistage,O
53,random,O
53,sampling,O
53,dengan,O
53,1200,B-QUANTITY
53,responden,I-QUANTITY
53,yang,O
53,tersebar,O
53,di,O
53,seluruh,O
53,Indonesia,O
54,Wawancara,O
54,menggunakan,O
54,metode,O
54,handset,O
54,dengan,O
54,margin,O
54,error,O
54,"2,9",B-QUANTITY
54,persen,I-QUANTITY
55,Politikus,O
55,PDI,B-ORGANIZATION
55,Perjuangan,I-ORGANIZATION
55,Guruh,B-PERSON
55,Soekarnoputra,I-PERSON
55,menjenguk,O
55,Ketua,O
55,Umum,O
55,Partai,O
55,Gerindra,O
55,Suhardi,B-PERSON
55,di,O
55,Rumah,B-LOCATION
55,Sakit,I-LOCATION
55,Pusat,I-LOCATION
55,Pertamina,I-LOCATION
55,Jakarta,I-LOCATION
55,Pusat,I-LOCATION
56,Suhardi,B-PERSON
56,mengalami,O
56,sakit,O
56,kanker,O
56,paru-paru,O
56,stadium,O
56,empat,O
56,dan,O
56,dalam,O
56,kondisi,O
56,kritis,O
57,Guruh,B-PERSON
57,berbagi,O
57,sedikit,O
57,cerita,O
57,mengenai,O
57,sosok,O
57,Suhardi,O
57,sebagai,O
57,politikus,O
58,``,O
58,Pak,B-PERSON
58,Suhardi,B-PERSON
58,itu,O
58,bawaannya,O
58,kalem,O
58,Tenanglah,O
58,Pak,B-PERSON
58,Suhardi,B-PERSON
58,'',O
58,kata,O
58,dia,O
58,usai,O
58,menjenguk,O
58,Suhardi,B-PERSON
58,di,O
58,RSPP,B-LOCATION
58,Jakarta,I-LOCATION
58,Selasa,B-TIME
58,26,I-TIME
58,Agustus,I-TIME
58,2014,I-TIME
59,Ada,O
59,satu,O
59,hal,O
59,yang,O
59,paling,O
59,diingat,O
59,Guruh,B-PERSON
59,mengenai,O
59,guru,O
59,besar,O
59,Fakultas,B-ORGANIZATION
59,Kehutanan,I-ORGANIZATION
59,Universitas,I-ORGANIZATION
59,Gadjah,I-ORGANIZATION
59,Mada,I-ORGANIZATION
59,itu,O
60,Suhardi,B-PERSON
60,pantang,O
60,makan,O
60,makanan,O
60,yang,O
60,terbuat,O
60,dari,O
60,gandum,O
61,``,O
61,Pak,O
61,Suhardi,B-PERSON
61,berpantang,O
61,untuk,O
61,makan,O
61,gandum,O
61,roti,O
61,ataupun,O
61,mi,O
61,Atau,O
61,apa,O
61,pun,O
61,yang,O
61,terbuat,O
61,dari,O
61,gandum,O
61,'',O
61,kata,O
61,dia,O
61,tanpa,O
61,menjelaskan,O
61,lebih,O
61,jauh,O
61,alasannya,O
62,Sebelum,O
62,bergabung,O
62,di,O
62,Partai,B-ORGANIZATION
62,Gerindra,I-ORGANIZATION
62,dan,O
62,menjabat,O
62,sebagai,O
62,ketua,O
62,umum,O
62,Suhardi,B-PERSON
62,sibuk,O
62,sebagai,O
62,akademikus,O
63,Pernah,O
63,menjabat,O
63,sebagai,O
63,Dekan,B-ORGANIZATION
63,Fakultas,I-ORGANIZATION
63,Kehutanan,I-ORGANIZATION
63,UGM,I-ORGANIZATION
63,ia,O
63,meninggalkan,O
63,sejumlah,O
63,karya,O
63,dan,O
63,pemikiran,O
64,Ia,O
64,juga,O
64,dikenal,O
64,di,O
64,kampus,O
64,sebagai,O
64,profesor,O
64,telo,O
64,ketela,O
64,karena,O
64,tidak,O
64,pernah,O
64,bosan,O
64,mengkampanyekan,O
64,untuk,O
64,mengkonsumsi,O
64,bahan,O
64,pangan,O
64,lokal,O
64,tersebut,O
65,Sekretaris,O
65,Kabinet,O
65,Andi,B-PERSON
65,Widjajanto,I-PERSON
65,mengatakan,O
65,Presiden,O
65,Joko,B-PERSON
65,Widodo,I-PERSON
65,telah,O
65,memilih,O
65,politikus,O
65,Partai,B-ORGANIZATION
65,NasDem,I-ORGANIZATION
65,H.,B-PERSON
65,M,I-PERSON
66,Prasetyo,O
66,untuk,O
66,menjadi,O
66,Jaksa,O
66,Agung,O
67,Keputusan,O
67,tersebut,O
67,diambil,O
67,Presiden,O
67,Joko,B-PERSON
67,Widodo,I-PERSON
67,pagi,O
67,tadi,O
68,``,O
68,Benar,O
68,Jaksa,O
68,Agung,O
68,Prasetyo,B-PERSON
68,Tadi,O
68,pagi,O
68,keputusannya,O
68,'',O
68,kata,O
68,Andi,B-PERSON
68,kepada,O
68,Tempo,B-ORGANIZATION
68,di,O
68,Jakarta,B-LOCATION
68,Kamis,B-TIME
68,20,I-TIME
68,November,I-TIME
68,2014,I-TIME
69,Andi,B-PERSON
69,mengatakan,O
69,keputusan,O
69,presiden,O
69,keppres,O
69,telah,O
69,disiapkan,O
69,mengenai,O
69,pengangkatan,O
69,Prasetyo,B-PERSON
69,sebagai,O
69,Jaksa,O
69,Agung,O
69,untuk,O
69,mengganti,O
69,Basrief,B-PERSON
69,Arief,I-PERSON
70,``,O
70,Keppresnya,O
70,sudah,O
70,keluar,O
70,nomornya,O
70,nanti,O
70,saja,O
70,setelah,O
70,dilantik,O
70,'',O
70,katanya,O
71,Andi,B-PERSON
71,mengatakan,O
71,Jokowi,B-PERSON
71,rencananya,O
71,melantik,O
71,Prasetyo,B-PERSON
71,sebagai,O
71,Jaksa,O
71,Agung,O
71,pada,O
71,siang,O
71,ini,O
71,pukul,O
71,14.00,B-TIME
71,di,O
71,Istana,B-LOCATION
71,Negara,I-LOCATION
72,Prasetyo,B-PERSON
72,merupakan,O
72,politikus,O
72,Partai,B-ORGANIZATION
72,NasDem,I-ORGANIZATION
72,yang,O
72,kini,O
72,menjadi,O
72,anggota,O
72,DPR,B-ORGANIZATION
72,periode,O
72,2014-2019,B-TIME
72,yang,O
72,terpilih,O
72,dari,O
72,daerah,O
72,pemilihan,O
72,Jawa,B-LOCATION
72,Tengah,I-LOCATION
72,II,I-LOCATION
73,Prasetyo,B-PERSON
73,tak,O
73,sepenuhnya,O
73,politikus,O
74,Sebelum,O
74,menjadi,O
74,anggota,O
74,Dewan,B-ORGANIZATION
74,Perwakilan,I-ORGANIZATION
74,Rakyat,I-ORGANIZATION
74,Prasetyo,B-PERSON
74,juga,O
74,seorang,O
74,jaksa,O
75,Ia,O
75,pernah,O
75,menjabat,O
75,sebagai,O
75,Jaksa,O
75,Agung,O
75,Muda,O
75,Pidana,O
75,Umum,O
75,tahun,O
75,2005-2006,B-TIME
75,serta,O
75,pernah,O
75,menjadi,O
75,Kepala,O
75,Kejaksaan,O
75,Tinggi,O
75,Sulawesi,O
75,Selatan,O
76,Selama,O
76,menjadi,O
76,jaksa,O
76,tak,O
76,ada,O
76,rekam,O
76,jejak,O
76,yang,O
76,menonjol,O
76,dari,O
76,pria,O
76,yang,O
76,diusung,O
76,oleh,O
76,Ketua,O
76,Umum,O
76,NasDem,O
76,Surya,B-PERSON
76,Paloh,I-PERSON
76,itu,O
77,Hal,O
77,ini,O
77,membuat,O
77,kompetensi,O
77,Prasetyo,B-PERSON
77,diragukan,O
77,oleh,O
77,lembaga-lembaga,O
77,antikorupsi,O
77,seperti,O
77,Indonesia,B-ORGANIZATION
77,Corruption,I-ORGANIZATION
77,Watch,I-ORGANIZATION
78,Sebelumnya,O
78,selain,O
78,Prasetyo,B-PERSON
78,muncul,O
78,beberapa,O
78,nama,O
78,calon,O
78,Jaksa,O
78,Agung,O
78,seperti,O
78,Kepala,B-ORGANIZATION
78,Pusat,I-ORGANIZATION
78,Pelaporan,I-ORGANIZATION
78,dan,I-ORGANIZATION
78,Analisis,I-ORGANIZATION
78,Transaksi,I-ORGANIZATION
78,Keuangan,I-ORGANIZATION
78,Muhammad,B-PERSON
78,Yusuf,I-PERSON
78,serta,O
78,dari,O
78,internal,O
78,Kejaksaan,B-ORGANIZATION
78,ada,O
78,Widyo,B-PERSON
78,Pramono,I-PERSON
78,dan,I-ORGANIZATION
78,Andhi,B-PERSON
78,Nirwanto,I-PERSON
79,Presiden,O
79,Partai,B-ORGANIZATION
79,Keadilan,I-ORGANIZATION
79,Sejahtera,I-ORGANIZATION
79,Anis,B-PERSON
79,Matta,I-PERSON
79,hanya,O
79,bisa,O
79,tersenyum,O
79,ketika,O
79,ditanya,O
79,soal,O
79,pencalonannya,O
79,sebagai,O
79,presiden,O
79,pada,O
79,Pemilu,O
79,2014,O
80,Saat,O
80,ini,O
80,kata,O
80,Anis,O
80,ia,O
80,fokus,O
80,pada,O
80,pemenangan,O
